Chromosome,Start,Stop,Ymers
carmag_ChrY,7300000,8300000,0.000259
carmag_ChrY,7400000,8400000,0.000259
carmag_ChrY,7500000,8500000,0.000174
carmag_ChrY,7600000,8600000,0.000423
carmag_ChrY,7700000,8700000,0.000466
carmag_ChrY,7800000,8800000,0.000318
carmag_ChrY,7900000,8900000,0.000342
carmag_ChrY,8000000,9000000,0.000342
carmag_ChrY,8100000,9100000,0.000342
carmag_ChrY,8200000,9200000,0.000363
carmag_ChrY,8300000,9300000,0.000384
carmag_ChrY,8400000,9400000,0.000384
carmag_ChrY,8500000,9500000,0.000384
carmag_ChrY,8600000,9600000,0.000135
carmag_ChrY,8700000,9700000,0.000092
carmag_ChrY,8800000,9800000,0.000066
carmag_ChrY,8900000,9900000,0.000042
carmag_ChrY,9000000,10000000,0.000042
carmag_ChrY,9100000,10100000,0.000042
carmag_ChrY,9200000,10200000,0.000021
carmag_ChrY,9300000,10300000,0
carmag_ChrY,9400000,10400000,0
carmag_ChrY,9500000,10500000,0
carmag_ChrY,9600000,10600000,0.000042
carmag_ChrY,9700000,10700000,0.000042
carmag_ChrY,9800000,10800000,0.000042
carmag_ChrY,9900000,10900000,0.000042
carmag_ChrY,10000000,11000000,0.000085
carmag_ChrY,10100000,11100000,0.000085
carmag_ChrY,10200000,11200000,0.000169
carmag_ChrY,10300000,11300000,0.000169
carmag_ChrY,10400000,11400000,0.000169
carmag_ChrY,10500000,11500000,0.000212
carmag_ChrY,10600000,11600000,0.000212
carmag_ChrY,10700000,11700000,0.000243
carmag_ChrY,10800000,11800000,0.000243
carmag_ChrY,10900000,11900000,0.000243
carmag_ChrY,11000000,12000000,0.0003
carmag_ChrY,11100000,12100000,0.000546
carmag_ChrY,11200000,12200000,0.000505
carmag_ChrY,11300000,12300000,0.000505
carmag_ChrY,11400000,12400000,0.000505
carmag_ChrY,11500000,12500000,0.000462
carmag_ChrY,11600000,12600000,0.000531
carmag_ChrY,11700000,12700000,0.000522
carmag_ChrY,11800000,12800000,0.000543
carmag_ChrY,11900000,12900000,0.000776
carmag_ChrY,12000000,13000000,0.000676
carmag_ChrY,12100000,13100000,0.00043
carmag_ChrY,12200000,13200000,0.000387
carmag_ChrY,12300000,13300000,0.000387
carmag_ChrY,12400000,13400000,0.000515
carmag_ChrY,12500000,13500000,0.00086
carmag_ChrY,12600000,13600000,0.000749
carmag_ChrY,12700000,13700000,0.000727
carmag_ChrY,12800000,13800000,0.00092
carmag_ChrY,12900000,13900000,0.000751
carmag_ChrY,13000000,14000000,0.000816
carmag_ChrY,13100000,14100000,0.000847
carmag_ChrY,13200000,14200000,0.000935
carmag_ChrY,13300000,14300000,0.001236
carmag_ChrY,13400000,14400000,0.00113
carmag_ChrY,13500000,14500000,0.001491
carmag_ChrY,13600000,14600000,0.001579
carmag_ChrY,13700000,14700000,0.001579
carmag_ChrY,13800000,14800000,0.001476
carmag_ChrY,13900000,14900000,0.001454
carmag_ChrY,14000000,15000000,0.001452
carmag_ChrY,14100000,15100000,0.001531
carmag_ChrY,14200000,15200000,0.001572
carmag_ChrY,14300000,15300000,0.001292
carmag_ChrY,14400000,15400000,0.00127
carmag_ChrY,14500000,15500000,0.000586
carmag_ChrY,14600000,15600000,0.000498
carmag_ChrY,14700000,15700000,0.000498
carmag_ChrY,14800000,15800000,0.000387
carmag_ChrY,14900000,15900000,0.000387
carmag_ChrY,15000000,16000000,0.000324
carmag_ChrY,15100000,16100000,0.000214
carmag_ChrY,15200000,16200000,0.000278
carmag_ChrY,15300000,16300000,0.000278
carmag_ChrY,15400000,16400000,0.00032
carmag_ChrY,15500000,16500000,0.000426
carmag_ChrY,15600000,16600000,0.000532
carmag_ChrY,15700000,16700000,0.000574
carmag_ChrY,15800000,16800000,0.000595
carmag_ChrY,15900000,16900000,0.000597
carmag_ChrY,16000000,17000000,0.000618
carmag_ChrY,16100000,17100000,0.000618
carmag_ChrY,16200000,17200000,0.00062
carmag_ChrY,16300000,17300000,0.000599
carmag_ChrY,16400000,17400000,0.000557
carmag_ChrY,16500000,17500000,0.000429
carmag_ChrY,16600000,17600000,0.000323
carmag_ChrY,16700000,17700000,0.001397
carmag_ChrY,16800000,17800000,0.001443
carmag_ChrY,16900000,17900000,0.00142
carmag_ChrY,17000000,18000000,0.001399
carmag_ChrY,17100000,18100000,0.001554
carmag_ChrY,17200000,18200000,0.001359
carmag_ChrY,17300000,18300000,0.001359
carmag_ChrY,17400000,18400000,0.001531
carmag_ChrY,17500000,18500000,0.001617
carmag_ChrY,17600000,18600000,0.001704
carmag_ChrY,17700000,18700000,0.000609
carmag_ChrY,17800000,18800000,0.000563
carmag_ChrY,17900000,18900000,0.000542
carmag_ChrY,18000000,19000000,0.000542
carmag_ChrY,18100000,19100000,0.000429
carmag_ChrY,18200000,19200000,0.000429
carmag_ChrY,18300000,19300000,0.000429
carmag_ChrY,18400000,19400000,0.000299
carmag_ChrY,18500000,19500000,0.0004
carmag_ChrY,18600000,19600000,0.000336
carmag_ChrY,18700000,19700000,0.000315
carmag_ChrY,18800000,19800000,0.000294
carmag_ChrY,18900000,19900000,0.000294
carmag_ChrY,19000000,20000000,0.000315
carmag_ChrY,19100000,20100000,0.000273
carmag_ChrY,19200000,20200000,0.000294
carmag_ChrY,19300000,20300000,0.000294
carmag_ChrY,19400000,20400000,0.000252
carmag_ChrY,19500000,20500000,0.000065
carmag_ChrY,19600000,20600000,0.000042
carmag_ChrY,19700000,20700000,0.000042
carmag_ChrY,19800000,20800000,0.000042
carmag_ChrY,19900000,20900000,0.000088
carmag_ChrY,20000000,21000000,0.000153
carmag_ChrY,20100000,21100000,0.000174
carmag_ChrY,20200000,21200000,0.000208
carmag_ChrY,20300000,21300000,0.000292
carmag_ChrY,20400000,21400000,0.000292
carmag_ChrY,20500000,21500000,0.000292
carmag_ChrY,20600000,21600000,0.000292
carmag_ChrY,20700000,21700000,0.000432
carmag_ChrY,20800000,21800000,0.000432
carmag_ChrY,20900000,21900000,0.000386
carmag_ChrY,21000000,22000000,0.0003
carmag_ChrY,21100000,22100000,0.000279
carmag_ChrY,21200000,22200000,0.000224
carmag_ChrY,21300000,22300000,0.00014
carmag_ChrY,21400000,22400000,0.00014
carmag_ChrY,21500000,22500000,0.00014
carmag_ChrY,21600000,22600000,0.00014
carmag_ChrY,21700000,22700000,0
carmag_ChrY,21800000,22800000,0
carmag_ChrY,21900000,22900000,0
carmag_ChrY,22000000,23000000,0
carmag_ChrY,22100000,23100000,0
carmag_ChrY,22200000,23200000,0
carmag_ChrY,22300000,23300000,0
carmag_ChrY,22400000,23400000,0
carmag_ChrY,22500000,23500000,0
carmag_ChrY,22600000,23600000,0
carmag_ChrY,22700000,23700000,0
carmag_ChrY,22800000,23800000,0
carmag_ChrY,22900000,23900000,0
carmag_ChrY,23000000,24000000,0
carmag_ChrY,23100000,24100000,0
carmag_ChrY,23200000,24200000,0
carmag_ChrY,23300000,24300000,0
carmag_ChrY,23400000,24400000,0
carmag_ChrY,23500000,24500000,0
carmag_ChrY,23600000,24600000,0.000064
carmag_ChrY,23700000,24700000,0.000064
carmag_ChrY,23800000,24800000,0.000064
carmag_ChrY,23900000,24900000,0.000064
carmag_ChrY,24000000,25000000,0.000089
carmag_ChrY,24100000,25100000,0.00035
carmag_ChrY,24200000,25200000,0.000393
carmag_ChrY,24300000,25300000,0.000393
carmag_ChrY,24400000,25400000,0.000393
carmag_ChrY,24500000,25500000,0.000393
carmag_ChrY,24600000,25600000,0.000329
carmag_ChrY,24700000,25700000,0.000329
carmag_ChrY,24800000,25800000,0.000329
carmag_ChrY,24900000,25900000,0.000329
carmag_ChrY,25000000,26000000,0.000304
carmag_ChrY,25100000,26100000,0.000043
carmag_ChrY,25200000,26200000,0
carmag_ChrY,25300000,26300000,0
carmag_ChrY,25400000,26400000,0
carmag_ChrY,25500000,26500000,0
carmag_ChrY,25600000,26600000,0
carmag_ChrY,25700000,26700000,0
carmag_ChrY,25800000,26800000,0
carmag_ChrY,25900000,26900000,0
carmag_ChrY,26000000,27000000,0
carmag_ChrY,26100000,27100000,0
carmag_ChrY,26200000,27200000,0
carmag_ChrY,26300000,27300000,0
carmag_ChrY,26400000,27400000,0.000063
carmag_ChrY,26500000,27500000,0.000105
carmag_ChrY,26600000,27600000,0.000105
carmag_ChrY,26700000,27700000,0.000126
carmag_ChrY,26800000,27800000,0.000302
carmag_ChrY,26900000,27900000,0.000302
carmag_ChrY,27000000,28000000,0.000386
carmag_ChrY,27100000,28100000,0.000386
carmag_ChrY,27200000,28200000,0.000386
carmag_ChrY,27300000,28300000,0.000386
carmag_ChrY,27400000,28400000,0.000323
carmag_ChrY,27500000,28500000,0.000303
carmag_ChrY,27600000,28600000,0.000324
carmag_ChrY,27700000,28700000,0.000303
carmag_ChrY,27800000,28800000,0.000149
carmag_ChrY,27900000,28900000,0.000194
carmag_ChrY,28000000,29000000,0.000152
carmag_ChrY,28100000,29100000,0.000528
carmag_ChrY,28200000,29200000,0.000641
carmag_ChrY,28300000,29300000,0.001042
carmag_ChrY,28400000,29400000,0.001266
carmag_ChrY,28500000,29500000,0.001244
carmag_ChrY,28600000,29600000,0.00135
carmag_ChrY,28700000,29700000,0.002202
carmag_ChrY,28800000,29800000,0.004196
carmag_ChrY,28900000,29900000,0.018414
carmag_ChrY,29000000,30000000,0.034578
carmag_ChrY,29100000,30100000,0.049988
carmag_ChrY,29200000,30200000,0.077968
carmag_ChrY,29300000,30300000,0.098383
carmag_ChrY,29400000,30400000,0.121037
carmag_ChrY,29500000,30500000,0.140109
carmag_ChrY,29600000,30600000,0.15623
carmag_ChrY,29700000,30700000,0.18535
carmag_ChrY,29800000,30800000,0.20237
carmag_ChrY,29900000,30900000,0.211194
carmag_ChrY,30000000,31000000,0.224755
carmag_ChrY,30100000,31100000,0.241463
carmag_ChrY,30200000,31200000,0.228201
carmag_ChrY,30300000,31300000,0.219242
carmag_ChrY,30400000,31400000,0.216775
carmag_ChrY,30500000,31500000,0.223445
carmag_ChrY,30600000,31600000,0.2212
carmag_ChrY,30700000,31700000,0.194969
carmag_ChrY,30800000,31800000,0.180364
carmag_ChrY,30900000,31900000,0.181264
carmag_ChrY,31000000,32000000,0.167025
carmag_ChrY,31100000,32100000,0.143303
carmag_ChrY,31200000,32200000,0.143611
carmag_ChrY,31300000,32300000,0.162759
carmag_ChrY,31400000,32400000,0.163265
carmag_ChrY,31500000,32500000,0.176611
carmag_ChrY,31600000,32600000,0.199825
carmag_ChrY,31700000,32700000,0.226526
carmag_ChrY,31800000,32800000,0.243953
carmag_ChrY,31900000,32900000,0.233482
carmag_ChrY,32000000,33000000,0.232294
carmag_ChrY,32100000,33100000,0.237491
carmag_ChrY,32200000,33200000,0.235277
carmag_ChrY,32300000,33300000,0.214893
carmag_ChrY,32400000,33400000,0.218179
carmag_ChrY,32500000,33500000,0.215585
carmag_ChrY,32600000,33600000,0.210562
carmag_ChrY,32700000,33700000,0.200076
carmag_ChrY,32800000,33800000,0.195895
carmag_ChrY,32900000,33900000,0.210062
carmag_ChrY,33000000,34000000,0.205262
carmag_ChrY,33100000,34100000,0.197317
carmag_ChrY,33200000,34200000,0.202551
carmag_ChrY,33300000,34300000,0.21543
carmag_ChrY,33400000,34400000,0.216495
carmag_ChrY,33500000,34500000,0.193486
carmag_ChrY,33600000,34600000,0.202383
carmag_ChrY,33700000,34700000,0.203059
carmag_ChrY,33800000,34800000,0.205497
carmag_ChrY,33900000,34900000,0.201332
carmag_ChrY,34000000,35000000,0.220422
carmag_ChrY,34100000,35100000,0.227708
carmag_ChrY,34200000,35200000,0.21927
carmag_ChrY,34300000,35300000,0.202563
carmag_ChrY,34400000,35400000,0.189129
carmag_ChrY,34500000,35500000,0.187681
carmag_ChrY,34600000,35600000,0.15889
carmag_ChrY,34700000,35700000,0.147709
carmag_ChrY,34800000,35800000,0.140241
carmag_ChrY,34900000,35900000,0.135893
carmag_ChrY,35000000,36000000,0.122759
carmag_ChrY,35100000,36100000,0.128988
carmag_ChrY,35200000,36200000,0.133138
carmag_ChrY,35300000,36300000,0.14485
carmag_ChrY,35400000,36400000,0.150832
carmag_ChrY,35500000,36500000,0.158127
carmag_ChrY,35600000,36600000,0.175167
carmag_ChrY,35700000,36700000,0.187429
carmag_ChrY,35800000,36800000,0.191986
carmag_ChrY,35900000,36900000,0.186188
carmag_ChrY,36000000,37000000,0.18487
carmag_ChrY,36100000,37100000,0.178149
carmag_ChrY,36200000,37200000,0.189323
carmag_ChrY,36300000,37300000,0.17953
carmag_ChrY,36400000,37400000,0.182579
carmag_ChrY,36500000,37500000,0.17059
carmag_ChrY,36600000,37600000,0.184294
carmag_ChrY,36700000,37700000,0.17453
carmag_ChrY,36800000,37800000,0.157992
carmag_ChrY,36900000,37900000,0.144978
carmag_ChrY,37000000,38000000,0.132366
carmag_ChrY,37100000,38100000,0.120577
carmag_ChrY,37200000,38200000,0.096575
carmag_ChrY,37300000,38300000,0.08872
carmag_ChrY,37400000,38400000,0.069023
carmag_ChrY,37500000,38500000,0.062723
carmag_ChrY,37600000,38600000,0.020678
carmag_ChrY,37700000,38700000,0.009218
carmag_ChrY,37800000,38800000,0.009641
carmag_ChrY,37900000,38900000,0.010056
carmag_ChrY,38000000,39000000,0.010723
carmag_ChrY,38100000,39100000,0.018351
carmag_ChrY,38200000,39200000,0.038035
carmag_ChrY,38300000,39300000,0.056014
carmag_ChrY,38400000,39400000,0.079804
carmag_ChrY,38500000,39500000,0.113765
carmag_ChrY,38600000,39600000,0.138266
carmag_ChrY,38700000,39700000,0.145139
carmag_ChrY,38800000,39800000,0.166634
carmag_ChrY,38900000,39900000,0.192721
carmag_ChrY,39000000,40000000,0.213739
carmag_ChrY,39100000,40100000,0.217253
carmag_ChrY,39200000,40200000,0.209715
carmag_ChrY,39300000,40300000,0.197826
carmag_ChrY,39400000,40400000,0.191874
carmag_ChrY,39500000,40500000,0.173637
carmag_ChrY,39600000,40600000,0.166302
carmag_ChrY,39700000,40700000,0.172807
carmag_ChrY,39800000,40800000,0.170672
carmag_ChrY,39900000,40900000,0.169223
carmag_ChrY,40000000,41000000,0.157753
carmag_ChrY,40100000,41100000,0.176461
carmag_ChrY,40200000,41200000,0.179346
carmag_ChrY,40300000,41300000,0.213097
carmag_ChrY,40400000,41400000,0.230702
carmag_ChrY,40500000,41500000,0.224641
carmag_ChrY,40600000,41600000,0.221193
carmag_ChrY,40700000,41700000,0.235689
carmag_ChrY,40800000,41800000,0.240639
carmag_ChrY,40900000,41900000,0.226344
carmag_ChrY,41000000,42000000,0.220713
carmag_ChrY,41100000,42100000,0.19607
carmag_ChrY,41200000,42200000,0.194147
carmag_ChrY,41300000,42300000,0.170649
carmag_ChrY,41400000,42400000,0.154497
carmag_ChrY,41500000,42500000,0.161677
carmag_ChrY,41600000,42600000,0.160246
carmag_ChrY,41700000,42700000,0.144509
carmag_ChrY,41800000,42800000,0.144004
carmag_ChrY,41900000,42900000,0.147882
carmag_ChrY,42000000,43000000,0.155761
carmag_ChrY,42100000,43100000,0.164231
carmag_ChrY,42200000,43200000,0.16209
carmag_ChrY,42300000,43300000,0.159348
carmag_ChrY,42400000,43400000,0.150858
carmag_ChrY,42500000,43500000,0.141784
carmag_ChrY,42600000,43600000,0.134985
carmag_ChrY,42700000,43700000,0.125039
carmag_ChrY,42800000,43800000,0.1104
carmag_ChrY,42900000,43900000,0.103605
carmag_ChrY,43000000,44000000,0.094665
carmag_ChrY,43100000,44100000,0.089492
carmag_ChrY,43200000,44200000,0.084393
carmag_ChrY,43300000,44300000,0.076659
carmag_ChrY,43400000,44400000,0.078098
carmag_ChrY,43500000,44500000,0.081885
carmag_ChrY,43600000,44600000,0.086001
carmag_ChrY,43700000,44700000,0.089368
carmag_ChrY,43800000,44800000,0.10006
carmag_ChrY,43900000,44900000,0.106204
carmag_ChrY,44000000,45000000,0.114759
carmag_ChrY,44100000,45100000,0.115538
carmag_ChrY,44200000,45200000,0.121057
carmag_ChrY,44300000,45300000,0.127853
carmag_ChrY,44400000,45400000,0.14375
carmag_ChrY,44500000,45500000,0.160166
carmag_ChrY,44600000,45600000,0.164963
carmag_ChrY,44700000,45700000,0.168114
carmag_ChrY,44800000,45800000,0.162417
carmag_ChrY,44900000,45900000,0.175907
carmag_ChrY,45000000,46000000,0.181618
carmag_ChrY,45100000,46100000,0.193648
carmag_ChrY,45200000,46200000,0.198052
carmag_ChrY,45300000,46300000,0.217568
carmag_ChrY,45400000,46400000,0.198131
carmag_ChrY,45500000,46500000,0.192569
carmag_ChrY,45600000,46600000,0.187774
carmag_ChrY,45700000,46700000,0.189164
carmag_ChrY,45800000,46800000,0.179945
carmag_ChrY,45900000,46900000,0.159332
carmag_ChrY,46000000,47000000,0.146963
carmag_ChrY,46100000,47100000,0.131743
carmag_ChrY,46200000,47200000,0.121715
carmag_ChrY,46300000,47300000,0.10196
carmag_ChrY,46400000,47400000,0.098184
carmag_ChrY,46500000,47500000,0.099516
carmag_ChrY,46600000,47600000,0.10933
carmag_ChrY,46700000,47700000,0.101224
carmag_ChrY,46800000,47800000,0.108399
carmag_ChrY,46900000,47900000,0.115305
carmag_ChrY,47000000,48000000,0.126811
carmag_ChrY,47100000,48100000,0.124145
carmag_ChrY,47200000,48200000,0.134868
carmag_ChrY,47300000,48300000,0.134665
carmag_ChrY,47400000,48400000,0.151042
carmag_ChrY,47500000,48500000,0.140576
carmag_ChrY,47600000,48600000,0.130476
carmag_ChrY,47700000,48700000,0.138536
carmag_ChrY,47800000,48800000,0.149719
carmag_ChrY,47900000,48900000,0.156778
carmag_ChrY,48000000,49000000,0.149305
carmag_ChrY,48100000,49100000,0.177632
carmag_ChrY,48200000,49200000,0.17302
carmag_ChrY,48300000,49300000,0.176215
carmag_ChrY,48400000,49400000,0.180111
carmag_ChrY,48500000,49500000,0.186261
carmag_ChrY,48600000,49600000,0.207435
carmag_ChrY,48700000,49700000,0.217786
carmag_ChrY,48800000,49800000,0.212226
carmag_ChrY,48900000,49900000,0.215268
carmag_ChrY,49000000,50000000,0.224149
carmag_ChrY,49100000,50100000,0.197895
carmag_ChrY,49200000,50200000,0.206475
carmag_ChrY,49300000,50300000,0.205531
carmag_ChrY,49400000,50400000,0.191588
carmag_ChrY,49500000,50500000,0.187479
carmag_ChrY,49600000,50600000,0.17122
carmag_ChrY,49700000,50700000,0.160199
carmag_ChrY,49800000,50800000,0.157889
carmag_ChrY,49900000,50900000,0.151394
carmag_ChrY,50000000,51000000,0.141911
carmag_ChrY,50100000,51100000,0.142883
carmag_ChrY,50200000,51200000,0.145524
carmag_ChrY,50300000,51300000,0.158914
carmag_ChrY,50400000,51400000,0.16313
carmag_ChrY,50500000,51500000,0.161562
carmag_ChrY,50600000,51600000,0.172017
carmag_ChrY,50700000,51700000,0.180309
carmag_ChrY,50800000,51800000,0.175462
carmag_ChrY,50900000,51900000,0.165661
carmag_ChrY,51000000,52000000,0.18298
carmag_ChrY,51100000,52100000,0.190934
carmag_ChrY,51200000,52200000,0.177689
carmag_ChrY,51300000,52300000,0.170972
carmag_ChrY,51400000,52400000,0.169982
carmag_ChrY,51500000,52500000,0.173164
carmag_ChrY,51600000,52600000,0.156713
carmag_ChrY,51700000,52700000,0.146717
carmag_ChrY,51800000,52800000,0.143677
carmag_ChrY,51900000,52900000,0.153602
carmag_ChrY,52000000,53000000,0.141665
carmag_ChrY,52100000,53100000,0.136852
carmag_ChrY,52200000,53200000,0.144093
carmag_ChrY,52300000,53300000,0.135417
carmag_ChrY,52400000,53400000,0.138224
carmag_ChrY,52500000,53500000,0.169219
carmag_ChrY,52600000,53600000,0.173138
carmag_ChrY,52700000,53700000,0.196245
carmag_ChrY,52800000,53800000,0.201489
carmag_ChrY,52900000,53900000,0.20211
carmag_ChrY,53000000,54000000,0.195068
carmag_ChrY,53100000,54100000,0.196381
carmag_ChrY,53200000,54200000,0.186746
carmag_ChrY,53300000,54300000,0.185882
carmag_ChrY,53400000,54400000,0.178174
carmag_ChrY,53500000,54500000,0.137775
carmag_ChrY,53600000,54600000,0.134018
carmag_ChrY,53700000,54700000,0.11561
carmag_ChrY,53800000,54800000,0.111184
carmag_ChrY,53900000,54900000,0.103736
carmag_ChrY,54000000,55000000,0.107423
carmag_ChrY,54100000,55100000,0.113442
carmag_ChrY,54200000,55200000,0.123613
carmag_ChrY,54300000,55300000,0.125473
carmag_ChrY,54400000,55400000,0.144948
carmag_ChrY,54500000,55500000,0.165946
carmag_ChrY,54600000,55600000,0.172911
carmag_ChrY,54700000,55700000,0.177326
carmag_ChrY,54800000,55800000,0.17575
carmag_ChrY,54900000,55900000,0.183402
carmag_ChrY,55000000,56000000,0.192669
carmag_ChrY,55100000,56100000,0.201835
carmag_ChrY,55200000,56200000,0.217548
carmag_ChrY,55300000,56300000,0.212447
carmag_ChrY,55400000,56400000,0.21667
carmag_ChrY,55500000,56500000,0.211739
carmag_ChrY,55600000,56600000,0.21323
carmag_ChrY,55700000,56700000,0.208466
carmag_ChrY,55800000,56800000,0.21606
carmag_ChrY,55900000,56900000,0.232232
carmag_ChrY,56000000,57000000,0.236399
carmag_ChrY,56100000,57100000,0.219751
carmag_ChrY,56200000,57200000,0.206582
carmag_ChrY,56300000,57300000,0.228427
carmag_ChrY,56400000,57400000,0.212929
carmag_ChrY,56500000,57500000,0.205783
carmag_ChrY,56600000,57600000,0.215892
carmag_ChrY,56700000,57700000,0.220613
carmag_ChrY,56800000,57800000,0.215151
carmag_ChrY,56900000,57900000,0.18759
carmag_ChrY,57000000,58000000,0.167421
carmag_ChrY,57100000,58100000,0.175509
carmag_ChrY,57200000,58200000,0.165395
carmag_ChrY,57300000,58300000,0.161253
carmag_ChrY,57400000,58400000,0.15885
carmag_ChrY,57500000,58500000,0.163431
carmag_ChrY,57600000,58600000,0.168027
carmag_ChrY,57700000,58700000,0.17058
carmag_ChrY,57800000,58800000,0.176168
carmag_ChrY,57900000,58900000,0.193334
carmag_ChrY,58000000,59000000,0.194595
carmag_ChrY,58100000,59100000,0.190189
carmag_ChrY,58200000,59200000,0.203104
carmag_ChrY,58300000,59300000,0.183751
carmag_ChrY,58400000,59400000,0.1965
carmag_ChrY,58500000,59500000,0.178949
carmag_ChrY,58600000,59600000,0.168549
carmag_ChrY,58700000,59700000,0.181922
carmag_ChrY,58800000,59800000,0.198273
carmag_ChrY,58900000,59900000,0.204676
carmag_ChrY,59000000,60000000,0.238743
carmag_ChrY,59100000,60100000,0.260849
carmag_ChrY,59200000,60200000,0.25869
carmag_ChrY,59300000,60300000,0.274627
carmag_ChrY,59400000,60400000,0.267491
carmag_ChrY,59500000,60500000,0.275978
carmag_ChrY,59600000,60600000,0.272123
carmag_ChrY,59700000,60700000,0.265336
carmag_ChrY,59800000,60800000,0.242396
carmag_ChrY,59900000,60900000,0.222115
carmag_ChrY,60000000,61000000,0.204796
carmag_ChrY,60100000,61100000,0.197905
carmag_ChrY,60200000,61200000,0.207698
carmag_ChrY,60300000,61300000,0.206427
carmag_ChrY,60400000,61400000,0.205493
carmag_ChrY,60500000,61500000,0.232328
carmag_ChrY,60600000,61600000,0.222015
carmag_ChrY,60700000,61700000,0.21311
carmag_ChrY,60800000,61800000,0.216371
carmag_ChrY,60900000,61900000,0.237288
carmag_ChrY,61000000,62000000,0.246896
carmag_ChrY,61100000,62100000,0.236618
carmag_ChrY,61200000,62200000,0.234173
carmag_ChrY,61300000,62300000,0.230058
carmag_ChrY,61400000,62400000,0.223255
carmag_ChrY,61500000,62500000,0.20218
carmag_ChrY,61600000,62600000,0.219541
carmag_ChrY,61700000,62700000,0.217755
carmag_ChrY,61800000,62800000,0.229667
carmag_ChrY,61900000,62900000,0.221916
carmag_ChrY,62000000,63000000,0.199697
carmag_ChrY,62100000,63100000,0.191409
carmag_ChrY,62200000,63200000,0.173634
carmag_ChrY,62300000,63300000,0.164683
carmag_ChrY,62400000,63400000,0.162417
carmag_ChrY,62500000,63500000,0.171578
carmag_ChrY,62600000,63600000,0.168578
carmag_ChrY,62700000,63700000,0.168437
carmag_ChrY,62800000,63800000,0.17435
carmag_ChrY,62900000,63900000,0.175857
carmag_ChrY,63000000,64000000,0.184675
carmag_ChrY,63100000,64100000,0.192143
carmag_ChrY,63200000,64200000,0.200186
carmag_ChrY,63300000,64300000,0.200973
carmag_ChrY,63400000,64400000,0.203732
carmag_ChrY,63500000,64500000,0.198969
carmag_ChrY,63600000,64600000,0.213718
carmag_ChrY,63700000,64700000,0.206288
carmag_ChrY,63800000,64800000,0.18416
carmag_ChrY,63900000,64900000,0.173907
